"IoTNumb3rs Datenerfassung",,,,,,,,,,
,,,,,,,,,,
URL,home_url,filename,device_class,device_count,market_class,market_volume,prognosis_year,publication_year,authorship_class,"Dropbox folder"
https://thumbnails-visually.netdna-ssl.com/DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,https://visual.ly/community/infographic/technology/decomposing-internet-things-144-trillion-opportunity,file2_DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,Mobile,12000000000,,,2020,2014,consultant,JinlinHolic/20181212-1800
https://thumbnails-visually.netdna-ssl.com/DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,https://visual.ly/community/infographic/technology/decomposing-internet-things-144-trillion-opportunity,file2_DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,"All Connected(source from ibid)",24000000000,,,2020,2014,consultant,JinlinHolic/20181212-1800
https://thumbnails-visually.netdna-ssl.com/DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,https://visual.ly/community/infographic/technology/decomposing-internet-things-144-trillion-opportunity,file2_DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,Wirelessly,30000000000,,,2020,2014,consultant,JinlinHolic/20181212-1800
https://thumbnails-visually.netdna-ssl.com/DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,https://visual.ly/community/infographic/technology/decomposing-internet-things-144-trillion-opportunity,file2_DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,"Connected Autonomous Things",30100000000,,,2020,2014,consultant,JinlinHolic/20181212-1800
https://thumbnails-visually.netdna-ssl.com/DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,https://visual.ly/community/infographic/technology/decomposing-internet-things-144-trillion-opportunity,file2_DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,"Generic IoT(source from cisco)",50000000000,,,2020,2014,consultant,JinlinHolic/20181212-1800
https://thumbnails-visually.netdna-ssl.com/DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,https://visual.ly/community/infographic/technology/decomposing-internet-things-144-trillion-opportunity,file2_DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,,,"cost(reduction from power)",30000000000,2029,2014,consultant,JinlinHolic/20181212-1800
https://thumbnails-visually.netdna-ssl.com/DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,https://visual.ly/community/infographic/technology/decomposing-internet-things-144-trillion-opportunity,file2_DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,,,"cost(reduction from rail transportation)",27000000000,2029,2014,consultant,JinlinHolic/20181212-1800
https://thumbnails-visually.netdna-ssl.com/DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,https://visual.ly/community/infographic/technology/decomposing-internet-things-144-trillion-opportunity,file2_DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,,,"cost(reduction from rail transportation)",66000000000,2029,2014,consultant,JinlinHolic/20181212-1800
https://thumbnails-visually.netdna-ssl.com/DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,https://visual.ly/community/infographic/technology/decomposing-internet-things-144-trillion-opportunity,file2_DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,,,"cost(reduction from ol and gas)",90000000000,2029,2014,consultant,JinlinHolic/20181212-1800
https://thumbnails-visually.netdna-ssl.com/DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,https://visual.ly/community/infographic/technology/decomposing-internet-things-144-trillion-opportunity,file2_DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,,,"cost(reduction from healthcare)",63000000000,2029,2014,consultant,JinlinHolic/20181212-1800
https://thumbnails-visually.netdna-ssl.com/DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,https://visual.ly/community/infographic/technology/decomposing-internet-things-144-trillion-opportunity,file2_DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,,,"value(from samrt and vehicles) ",9500000000000,2029,2014,consultant,JinlinHolic/20181212-1800
https://thumbnails-visually.netdna-ssl.com/DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,https://visual.ly/community/infographic/technology/decomposing-internet-things-144-trillion-opportunity,file2_DecomposingtheInternetofthingsA144TrillionOpportunity_53c01217ecab0_w1500.jpg,,,"value(from samrt ) ",4900000000000,2029,2014,consultant,JinlinHolic/20181212-1800
