"IoTNumb3rs Datenerfassung",,,,,,,,,,
,,,,,,,,,,
URL,home_url,filename,device_class,device_count,market_class,market_volume,prognosis_year,publication_year,authorship_class,"Dropbox folder"
https://2.bp.blogspot.com/-bJdZiiWoDmM/WoAvH26D68I/AAAAAAAAHTk/PP5IXz8EFMc0oP1dDYi-T8JqKc1srBsfACKgBGAs/s0/trends_960_eng%2B-%2BCopy.png,https://www.digitalinformationworld.com/2018/02/iot-trends-for-2018-infographic.html,file1_trends_960_eng_-_Copy.png,,,"size SIM",14610000000,2025,2017,blogger,marielledemuth/20181124-1500
https://2.bp.blogspot.com/-bJdZiiWoDmM/WoAvH26D68I/AAAAAAAAHTk/PP5IXz8EFMc0oP1dDYi-T8JqKc1srBsfACKgBGAs/s0/trends_960_eng%2B-%2BCopy.png,https://www.digitalinformationworld.com/2018/02/iot-trends-for-2018-infographic.html,file1_trends_960_eng_-_Copy.png,,,"size security drone market",10500000000,2020,2017,blogger,marielledemuth/20181124-1500
https://2.bp.blogspot.com/-bJdZiiWoDmM/WoAvH26D68I/AAAAAAAAHTk/PP5IXz8EFMc0oP1dDYi-T8JqKc1srBsfACKgBGAs/s0/trends_960_eng%2B-%2BCopy.png,https://www.digitalinformationworld.com/2018/02/iot-trends-for-2018-infographic.html,file1_trends_960_eng_-_Copy.png,,,"size services market",18020000000,2022,2017,blogger,marielledemuth/20181124-1500
https://2.bp.blogspot.com/-bJdZiiWoDmM/WoAvH26D68I/AAAAAAAAHTk/PP5IXz8EFMc0oP1dDYi-T8JqKc1srBsfACKgBGAs/s0/trends_960_eng%2B-%2BCopy.png,https://www.digitalinformationworld.com/2018/02/iot-trends-for-2018-infographic.html,file1_trends_960_eng_-_Copy.png,,,"size computing market",838600000,2022,2017,blogger,marielledemuth/20181124-1500
https://2.bp.blogspot.com/-bJdZiiWoDmM/WoAvH26D68I/AAAAAAAAHTk/PP5IXz8EFMc0oP1dDYi-T8JqKc1srBsfACKgBGAs/s0/trends_960_eng%2B-%2BCopy.png,https://www.digitalinformationworld.com/2018/02/iot-trends-for-2018-infographic.html,file1_trends_960_eng_-_Copy.png,,,"size technology market",6080000000,2023,2017,blogger,marielledemuth/20181124-1500
https://2.bp.blogspot.com/-bJdZiiWoDmM/WoAvH26D68I/AAAAAAAAHTk/PP5IXz8EFMc0oP1dDYi-T8JqKc1srBsfACKgBGAs/s0/trends_960_eng%2B-%2BCopy.png,https://www.digitalinformationworld.com/2018/02/iot-trends-for-2018-infographic.html,file1_trends_960_eng_-_Copy.png,"smart industry",20000000000,,,2026,2017,blogger,marielledemuth/20181124-1500
https://2.bp.blogspot.com/-bJdZiiWoDmM/WoAvH26D68I/AAAAAAAAHTk/PP5IXz8EFMc0oP1dDYi-T8JqKc1srBsfACKgBGAs/s0/trends_960_eng%2B-%2BCopy.png,https://www.digitalinformationworld.com/2018/02/iot-trends-for-2018-infographic.html,file1_trends_960_eng_-_Copy.png,,,"size M2M connections",2200000000,2023,2017,blogger,marielledemuth/20181124-1500
https://2.bp.blogspot.com/-bJdZiiWoDmM/WoAvH26D68I/AAAAAAAAHTk/PP5IXz8EFMc0oP1dDYi-T8JqKc1srBsfACKgBGAs/s0/trends_960_eng%2B-%2BCopy.png,https://www.digitalinformationworld.com/2018/02/iot-trends-for-2018-infographic.html,file1_trends_960_eng_-_Copy.png,,,"value industry 4.0",152300000,2022,2017,blogger,marielledemuth/20181124-1500
https://2.bp.blogspot.com/-bJdZiiWoDmM/WoAvH26D68I/AAAAAAAAHTk/PP5IXz8EFMc0oP1dDYi-T8JqKc1srBsfACKgBGAs/s0/trends_960_eng%2B-%2BCopy.png,https://www.digitalinformationworld.com/2018/02/iot-trends-for-2018-infographic.html,file1_trends_960_eng_-_Copy.png,,,"revenue big data",210000000000,2020,2017,blogger,marielledemuth/20181124-1500
https://2.bp.blogspot.com/-bJdZiiWoDmM/WoAvH26D68I/AAAAAAAAHTk/PP5IXz8EFMc0oP1dDYi-T8JqKc1srBsfACKgBGAs/s0/trends_960_eng%2B-%2BCopy.png,https://www.digitalinformationworld.com/2018/02/iot-trends-for-2018-infographic.html,file1_trends_960_eng_-_Copy.png,,,"size cyber security",149790000000,2018,2017,blogger,marielledemuth/20181124-1500
https://2.bp.blogspot.com/-bJdZiiWoDmM/WoAvH26D68I/AAAAAAAAHTk/PP5IXz8EFMc0oP1dDYi-T8JqKc1srBsfACKgBGAs/s0/trends_960_eng%2B-%2BCopy.png,https://www.digitalinformationworld.com/2018/02/iot-trends-for-2018-infographic.html,file1_trends_960_eng_-_Copy.png,"generic IoT",50000000000,,,2020,2017,blogger,marielledemuth/20181124-1500
