"IoTNumb3rs Datenerfassung",,,,,,,,,,
,,,,,,,,,,
URL,home_url,filename,device_class,device_count,market_class,market_volume,prognosis_year,publication_year,authorship_class,"Dropbox folder"
https://www.goldmansachs.com/insights/pages/internet-of-things/infographic-800x3188.png,https://www.goldmansachs.com/insights/pages/iot-infographic.html,file12_infographic-800x3188.png,"generic IoT",1000000000,,,1996,2014,company,marielledemuth/20181223-1200
https://www.goldmansachs.com/insights/pages/internet-of-things/infographic-800x3188.png,https://www.goldmansachs.com/insights/pages/iot-infographic.html,file12_infographic-800x3188.png,"generic IoT",6000000000,,,2006,2014,company,marielledemuth/20181223-1200
https://www.goldmansachs.com/insights/pages/internet-of-things/infographic-800x3188.png,https://www.goldmansachs.com/insights/pages/iot-infographic.html,file12_infographic-800x3188.png,"generic IoT",28000000000,,,2020,2014,company,marielledemuth/20181223-1200
https://www.goldmansachs.com/insights/pages/internet-of-things/infographic-800x3188.png,https://www.goldmansachs.com/insights/pages/iot-infographic.html,file12_infographic-800x3188.png,wearables,3000000000,,,2013,2014,company,marielledemuth/20181223-1200
https://www.goldmansachs.com/insights/pages/internet-of-things/infographic-800x3188.png,https://www.goldmansachs.com/insights/pages/iot-infographic.html,file12_infographic-800x3188.png,wearables,5000000000,,,2014,2014,company,marielledemuth/20181223-1200
https://www.goldmansachs.com/insights/pages/internet-of-things/infographic-800x3188.png,https://www.goldmansachs.com/insights/pages/iot-infographic.html,file12_infographic-800x3188.png,wearables,9000000000,,,2015,2014,company,marielledemuth/20181223-1200
https://www.goldmansachs.com/insights/pages/internet-of-things/infographic-800x3188.png,https://www.goldmansachs.com/insights/pages/iot-infographic.html,file12_infographic-800x3188.png,wearables,12000000000,,,2016,2014,company,marielledemuth/20181223-1200
https://www.goldmansachs.com/insights/pages/internet-of-things/infographic-800x3188.png,https://www.goldmansachs.com/insights/pages/iot-infographic.html,file12_infographic-800x3188.png,wearables,20000000000,,,2017,2014,company,marielledemuth/20181223-1200
https://www.goldmansachs.com/insights/pages/internet-of-things/infographic-800x3188.png,https://www.goldmansachs.com/insights/pages/iot-infographic.html,file12_infographic-800x3188.png,,,"smart home revenue",2000000000,2012,2014,company,marielledemuth/20181223-1200
https://www.goldmansachs.com/insights/pages/internet-of-things/infographic-800x3188.png,https://www.goldmansachs.com/insights/pages/iot-infographic.html,file12_infographic-800x3188.png,,,"smart home revenue",13000000000,2017,2014,company,marielledemuth/20181223-1200
https://www.goldmansachs.com/insights/pages/internet-of-things/infographic-800x3188.png,https://www.goldmansachs.com/insights/pages/iot-infographic.html,file12_infographic-800x3188.png,vehicle,60000000,,,2020,2014,company,marielledemuth/20181223-1200
https://www.goldmansachs.com/insights/pages/internet-of-things/infographic-800x3188.png,https://www.goldmansachs.com/insights/pages/iot-infographic.html,file12_infographic-800x3188.png,vehicle,20000000,,,2017,2014,company,marielledemuth/20181223-1200
