"IoTNumb3rs Datenerfassung",,,,,,,,,,
,,,,,,,,,,
URL,home_url,filename,device_class,device_count,market_class,market_volume,prognosis_year,publication_year,authorship_class,"Dropbox folder"
https://i-h2.pinimg.com/564x/22/4a/26/224a26e87dbc972ad34bcee47e995290.jpg,https://www.digitalinformationworld.com/2018/02/iot-trends-for-2018-infographic.html,file9_224a26e87dbc972ad34bcee47e995290.jpg,,,market,14610000000,2025,2018,Blog,Pattoho/20181125-2100
https://i-h2.pinimg.com/564x/22/4a/26/224a26e87dbc972ad34bcee47e995290.jpg,https://www.digitalinformationworld.com/2018/02/iot-trends-for-2018-infographic.html,file9_224a26e87dbc972ad34bcee47e995290.jpg,,,"security drone market",10500000000,2020,,,Pattoho/20181125-2100
https://i-h2.pinimg.com/564x/22/4a/26/224a26e87dbc972ad34bcee47e995290.jpg,https://www.digitalinformationworld.com/2018/02/iot-trends-for-2018-infographic.html,file9_224a26e87dbc972ad34bcee47e995290.jpg,,,"services market",18020000000,2022,,,Pattoho/20181125-2100
https://i-h2.pinimg.com/564x/22/4a/26/224a26e87dbc972ad34bcee47e995290.jpg,https://www.digitalinformationworld.com/2018/02/iot-trends-for-2018-infographic.html,file9_224a26e87dbc972ad34bcee47e995290.jpg,,,"edge computing market",185800000,2017,,,Pattoho/20181125-2100
https://i-h2.pinimg.com/564x/22/4a/26/224a26e87dbc972ad34bcee47e995290.jpg,https://www.digitalinformationworld.com/2018/02/iot-trends-for-2018-infographic.html,file9_224a26e87dbc972ad34bcee47e995290.jpg,,,"edge computing market",838600000,2022,,,Pattoho/20181125-2100
https://i-h2.pinimg.com/564x/22/4a/26/224a26e87dbc972ad34bcee47e995290.jpg,https://www.digitalinformationworld.com/2018/02/iot-trends-for-2018-infographic.html,file9_224a26e87dbc972ad34bcee47e995290.jpg,,,"global blockchain market",509100000,2015,,,Pattoho/20181125-2100
https://i-h2.pinimg.com/564x/22/4a/26/224a26e87dbc972ad34bcee47e995290.jpg,https://www.digitalinformationworld.com/2018/02/iot-trends-for-2018-infographic.html,file9_224a26e87dbc972ad34bcee47e995290.jpg,,,"It solutions bases on blockchain",6080000000,2023,,,Pattoho/20181125-2100
https://i-h2.pinimg.com/564x/22/4a/26/224a26e87dbc972ad34bcee47e995290.jpg,https://www.digitalinformationworld.com/2018/02/iot-trends-for-2018-infographic.html,file9_224a26e87dbc972ad34bcee47e995290.jpg,"M2M device",2200000000,,,2023,,,Pattoho/20181125-2100
https://i-h2.pinimg.com/564x/22/4a/26/224a26e87dbc972ad34bcee47e995290.jpg,https://www.digitalinformationworld.com/2018/02/iot-trends-for-2018-infographic.html,file9_224a26e87dbc972ad34bcee47e995290.jpg,"M2M device",20000000000,,,2026,,,Pattoho/20181125-2100
https://i-h2.pinimg.com/564x/22/4a/26/224a26e87dbc972ad34bcee47e995290.jpg,https://www.digitalinformationworld.com/2018/02/iot-trends-for-2018-infographic.html,file9_224a26e87dbc972ad34bcee47e995290.jpg,,,"Industry 4.0 value",152300000000,2022,,,Pattoho/20181125-2100
https://i-h2.pinimg.com/564x/22/4a/26/224a26e87dbc972ad34bcee47e995290.jpg,https://www.digitalinformationworld.com/2018/02/iot-trends-for-2018-infographic.html,file9_224a26e87dbc972ad34bcee47e995290.jpg,,,Cybersecurity,149790000000,2018,,,Pattoho/20181125-2100
https://i-h2.pinimg.com/564x/22/4a/26/224a26e87dbc972ad34bcee47e995290.jpg,https://www.digitalinformationworld.com/2018/02/iot-trends-for-2018-infographic.html,file9_224a26e87dbc972ad34bcee47e995290.jpg,,,Cybersecurity,149790000000,2018,,,Pattoho/20181125-2100
